code,local_code,name,iso_country
SH-SH,SH,Saint Helena,SH
SH-TA,TA,Tristan da Cunha,SH
SI-001,1,Ajdovscina,SI
SI-002,2,Beltinci,SI
SI-003,3,Bled,SI
SI-004,4,Bohinj,SI
SI-005,5,Borovnica,SI
SI-006,6,Bovec,SI
SI-007,7,Brda,SI
SI-008,8,Brezovica,SI
SI-009,9,Brezica,SI
SI-010,10,Tisina,SI
SI-011,11,Celje,SI
SI-012,12,Cerklje na Gorenjskem,SI
SI-013,13,Cerknica,SI
SI-014,14,Cerkno,SI
SI-015,15,Crensovci,SI
SI-016,16,Crna na Koroskem,SI
SI-017,17,Crnomelj,SI
SI-018,18,Destrnik,SI
SI-019,19,Divaca,SI
SI-020,20,Dobrepolje,SI
SI-021,21,Dobrova-Polhov Gradec,SI
SI-022,22,Dol pri Ljubljani,SI
SI-023,23,Domzale,SI
SI-024,24,Dornava,SI
SI-025,25,Dravograd,SI
SI-026,26,Duplek,SI
SI-027,27,Gorenja vas-Poljane,SI
SI-028,28,Gorsnica,SI
SI-029,29,Gornja Radgona,SI
SI-030,30,Gornji Grad,SI
SI-031,31,Gornji Petrovci,SI
SI-032,32,Grosuplje,SI
SI-033,33,Salovci,SI
SI-034,34,Hrastnik,SI
SI-035,35,Hrpelje-Kozina,SI
SI-036,36,Idrija,SI
SI-037,37,Ig,SI
SI-038,38,IIrska Bistrica,SI
SI-039,39,Ivancna Gorica,SI
SI-040,40,Izola,SI
SI-041,41,Jesenice,SI
SI-042,42,Jursinci,SI
SI-043,43,Kamnik,SI
SI-044,44,Kanal,SI
SI-045,45,Kidricevo,SI
SI-046,46,Kobarid,SI
SI-047,47,Kobilje,SI
SI-048,48,Jovevje,SI
SI-049,49,Komen,SI
SI-050,50,Koper,SI
SI-051,51,Kozje,SI
SI-052,52,Kranj,SI
SI-053,53,Kranjska Gora,SI
SI-054,54,Krsko,SI
SI-055,55,Kungota,SI
SI-056,56,Kuzma,SI
SI-057,57,Lasko,SI
SI-058,58,Lenart,SI
SI-059,59,Lendava,SI
SI-060,60,Litija,SI
SI-061,61,Ljubljana,SI
SI-062,62,Ljubno,SI
SI-063,63,Ljutomer,SI
SI-064,64,Logatec,SI
SI-065,65,Loska dolina,SI
SI-066,66,Loski Potok,SI
SI-067,67,Luce,SI
SI-068,68,Lukovica,SI
SI-069,69,Majsperk,SI
SI-070,70,Maribor,SI
SI-071,71,Medvode,SI
SI-072,72,Menges,SI
SI-073,73,Metlika,SI
SI-074,74,Mezica,SI
SI-075,75,Miren-Kostanjevica,SI
SI-076,76,Mislinja,SI
SI-077,77,Moravce,SI
SI-078,78,Moravske Toplice,SI
SI-079,79,Mozirje,SI
SI-080,80,Murska Sobota,SI
SI-081,81,Muta,SI
SI-082,82,Naklo,SI
SI-083,83,Nazarje,SI
SI-084,84,Nova Gorica,SI
SI-085,85,Nova mesto,SI
SI-086,86,Odranci,SI
SI-087,87,Ormo,SI
SI-088,88,Osilnica,SI
SI-089,89,Pesnica,SI
SI-090,90,Piran,SI
SI-091,91,Pivka,SI
SI-092,92,Podčetrtek,SI
SI-093,93,Podvelka,SI
SI-094,94,Postojna,SI
SI-095,95,Preddvor,SI
SI-096,96,Ptuj,SI
SI-097,97,Puconci,SI
SI-098,98,Rače-Fram,SI
SI-099,99,Radeče,SI
SI-100,100,Radenci,SI
SI-101,101,Radlje ob Dravi,SI
SI-102,102,Radovljica,SI
SI-103,103,Ravne na Koroškem,SI
SI-104,104,Ribnica,SI
SI-105,105,Rogašovci,SI
SI-106,106,Rogaška Slatina,SI
SI-107,107,Rogatec,SI
SI-108,108,Ruše,SI
SI-109,109,Semič,SI
SI-110,110,Sevnica,SI
SI-111,111,Seana,SI
SI-112,112,Slovenj Gradec,SI
SI-113,113,Slovenska Bistrica,SI
SI-114,114,Slovenske Konjice,SI
SI-115,115,Starše,SI
SI-116,116,Sveti Jurij,SI
SI-117,117,Sencur,SI
SI-118,118,Sentilj,SI
SI-119,119,Sentjernej,SI
SI-120,120,Sentjur pri Celju,SI
SI-121,121,Skocjan,SI
SI-122,122,Skofja Loka,SI
SI-123,123,Skoftjica,SI
SI-124,124,Smarje pri Jelsah,SI
SI-125,125,Smartno ob Paki,SI
SI-126,126,Sostanj,SI
SI-127,127,Store,SI
SI-128,128,Tolmin,SI
SI-129,129,Trbovje,SI
SI-130,130,Trebnje,SI
SI-131,131,Trzic,SI
SI-132,132,Turnisce,SI
SI-133,133,Velenje,SI
SI-134,134,Velika Lasce,SI
SI-135,135,Videm,SI
SI-136,136,Vipava,SI
SI-137,137,Vitanje,SI
SI-138,138,Vojnik,SI
SI-139,139,Vojnik,SI
SI-140,140,Vrhnika,SI
SI-141,141,Vuzenica,SI
SI-142,142,Zagorje ob Savi,SI
SI-143,143,Zavrc,SI
SI-144,144,Zrece,SI
SI-146,146,Zelezniki,SI
SI-147,147,Ziri,SI
SI-148,148,Benedikt,SI
SI-149,149,Bistrica ob Sotli,SI
SI-150,150,Bloke,SI
SI-151,151,Braslovce,SI
SI-152,152,Cankova,SI
SI-153,153,Cerkvenjak,SI
SI-154,154,Dobje,SI
SI-155,155,Dobrna,SI
SI-156,156,Dobrovnik,SI
SI-157,157,Dolenjske Toplice,SI
SI-158,158,Grad,SI
SI-159,159,Hajdina,SI
SI-160,160,Hoce-Slivnica,SI
SI-161,161,Hodos,SI
SI-162,162,Jorjul,SI
SI-163,163,Jezersko,SI
SI-164,164,Komenda,SI
SI-165,165,Kostel,SI
SI-166,166,Krizevci,SI
SI-167,167,Lovrenc na Pohorju,SI
SI-168,168,Markovci,SI
SI-169,169,Miklavz na Dravskern polju,SI
SI-170,170,Mirna Pec,SI
SI-171,171,Oplotnica,SI
SI-172,172,Podlehnik,SI
SI-173,173,Polzela,SI
SI-174,174,Prebold,SI
SI-175,175,Prevalje,SI
SI-176,176,Razkrije,SI
SI-177,177,Ribnica na Pohorju,SI
SI-178,178,Selnica ob Dravi,SI
SI-179,179,Sodraica,SI
SI-180,180,Solčava,SI
SI-181,181,Sveta Ana,SI
SI-182,182,Sveti Andraz v Slovenskih goricah,SI
SI-183,183,Sempeter-Vrtojba,SI
SI-184,184,Tabor,SI
SI-185,185,Trnovska vas,SI
SI-186,186,Trzin,SI
SI-187,187,Velika Polana,SI
SI-188,188,Verzej,SI
SI-189,189,Vransko,SI
SI-190,190,Zalec,SI
SI-191,191,Zetale,SI
SI-192,192,Zirovnica,SI
SI-193,193,Zuzemberk,SI
SI-194,194,Smartno pri Litiji,SI
SK-BC,BC,Banská Bystrica Region,SK
SK-BL,BL,Bratislava Region,SK
SK-KI,KI,Košice Region,SK
SK-NJ,NJ,Nitra Region,SK
SK-PV,PV,Prešov Region,SK
SK-TA,TA,Trnava Region,SK
SK-TC,TC,Trenčín Region,SK
SK-ZI,ZI,Žilina Region,SK
SL-E,E,Eastern Province,SL
SL-N,N,Northern Province,SL
SL-S,S,Southern Province,SL
SL-W,W,Western Area,SL
SM-01,1,Acquaviva,SM
SM-02,2,Chiesanuova,SM
SM-03,3,Domagnano,SM
SM-04,4,Faetano,SM
SM-05,5,Fiorentino,SM
SM-06,6,Borgo Maggiore,SM
SM-07,7,San Marino,SM
SM-08,8,Montegiardino,SM
SM-09,9,Serravalle,SM
SN-DB,DB,Diourbel Region,SN
SN-DK,DK,Dakar Region,SN
SN-FK,FK,Fatick Region,SN
SN-KD,KD,Kolda Region,SN
SN-KL,KL,Kaolack Region,SN
SN-LG,LG,Louga Region,SN
SN-MT,MT,Matam Region,SN
SN-SL,SL,Saint-Louis Region,SN
SN-TC,TC,Tambacounda Region,SN
SN-TH,TH,Thiès Region,SN
SN-ZG,ZG,Ziguinchor Region,SN
SO-AW,AW,Awdal,SO
SO-BK,BK,Bakool,SO
SO-BN,BN,Banaadir,SO
SO-BR,BR,Bari,SO
SO-BY,BY,Bay,SO
SO-GA,GA,Galguduud,SO
SO-GE,GE,Gedo,SO
SO-HI,HI,Hiirsan,SO
SO-JD,JD,Jubbada Dhexe,SO
SO-JH,JH,Jubbada Hoose,SO
SO-MU,MU,Mudug,SO
SO-NU,NU,Nugaal,SO
SO-SA,SA,Saneag,SO
SO-SD,SD,Shabeellaha Dhexe,SO
SO-SH,SH,Shabeellaha Hoose,SO
SO-SO,SO,Sool,SO
SO-TO,TO,Togdheer,SO
SO-WO,WO,Woqooyi Galbeed,SO
SR-BR,BR,Brokopondo,SR
SR-CM,CM,Commewijne,SR
SR-CR,CR,Coronie,SR
SR-MA,MA,Marowijne,SR
SR-NI,NI,Nickerie,SR
SR-PM,PM,Paramaribo,SR
SR-PR,PR,Para,SR
SR-SA,SA,Saramacca,SR
SR-SI,SI,Sipaliwini,SR
SR-WA,WA,Wanica,SR
SS-14,14,Western Bahr el Ghazal State,SS
SS-15,15,Northern Bahr el Ghazal State,SS
SS-16,16,Western Equatoria State,SS
SS-17,17,Central Equatoria State,SS
SS-18,18,Lakes State,SS
SS-19,19,Eastern Equatoria State,SS
SS-20,20,Jonglei State,SS
SS-21,21,Warrap State,SS
SS-22,22,Unity State,SS
SS-23,23,Upper Nile State,SS
ST-01,1,Água Grande District,ST
ST-02,2,Cantagalo District,ST
ST-03,3,Caué District,ST
ST-04,4,Lembá District,ST
ST-05,5,Lobata District,ST
ST-06,6,Mé-Zóchi District,ST
ST-P,P,Autonomous Region of Principe,ST
SV-AH,AH,Ahuachapan,SV
SV-CA,CA,Cabanas,SV
SV-CH,CH,Chalatenango,SV
SV-CU,CU,Cuscatlan,SV
SV-LI,LI,La Libertad,SV
SV-MO,MO,Morazan,SV
SV-PA,PA,La Paz,SV
SV-SA,SA,Santa Ana,SV
SV-SM,SM,San Miguel,SV
SV-SO,SO,Sonsonate,SV
SV-SS,SS,San Salvador,SV
SV-SV,SV,San Vicente,SV
SV-UN,UN,La Unión,SV
SV-US,US,Usulutan,SV
SY-DI,DI,Damascus Governorate,SY
SY-DR,DR,Daraa Governorate,SY
SY-DY,DY,Deir ez-Zor Governorate,SY
SY-HA,HA,Al-Hasakah Governorate,SY
SY-HI,HI,Homs Governorate,SY
SY-HL,HL,Aleppo Governorate,SY
SY-HM,HM,Hama Governorate,SY
SY-ID,ID,Idlib Governorate,SY
SY-LA,LA,Latakia Governorate,SY
SY-QU,QU,Quneitra Governorate,SY
SY-RA,RA,Ar-Raqqah Governorate,SY
SY-RD,RD,Rif Dimashq Governorate,SY
SY-SU,SU,As-Suwayda Governorate,SY
SY-TA,TA,Tartus Governorate,SY
SZ-HH,HH,Hhohho Region,SZ
SZ-LU,LU,Lubombo Region,SZ
SZ-MA,MA,Manzini Region,SZ
SZ-SH,SH,Shiselweni Region,SZ
TC-AC,AC,Ambergris Cays,TC
TC-DC,DC,Dellis Cay,TC
TC-EC,EC,East Caicos,TC
TC-FC,FC,French Cay,TC
TC-GT,GT,Grand Turk,TC
TC-LW,LW,Little Water Cay,TC
TC-MC,MC,Middle Caicos,TC
TC-NC,NC,North Caicos,TC
TC-PN,PN,Pine Cay,TC
TC-PR,PR,Providenciales,TC
TC-RC,RC,Parrot Cay,TC
TC-SC,SC,South Caicos,TC
TC-SL,SL,Salt Cay,TC
TC-WC,WC,West Caicos,TC
TD-BA,BA,Batha,TD
TD-BET,BET,Borkou-Ennedi-Tibesti,TD
TD-BI,BI,Biltine,TD
TD-CB,CB,Chari-Baguirmi,TD
TD-GR,GR,Guera,TD
TD-KA,KA,Kanem,TD
TD-LC,LC,Lac,TD
TD-LO,LO,Logone-Occidental,TD
TD-LR,LR,Logone-Oriental,TD
TD-MC,MC,Moyen-Chari,TD
TD-MK,MK,Mayo-Kebbi,TD
TD-OD,OD,Ouaddai,TD
TD-SA,SA,Salamat,TD
TD-TA,TA,Tandjile,TD
TG-C,C,Centrale Region,TG
TG-K,K,Kara Region,TG
TG-M,M,Maritime Region,TG
TG-P,P,Plateaux Region,TG
TG-S,S,Savanes Region,TG
TH-10,10,Bangkok (special administrative area),TH
TH-11,11,Samut Prakan Province,TH
TH-12,12,Nonthaburi Province,TH
TH-13,13,Pathum Thani Province,TH
TH-14,14,Phra Nakhon Si Ayutthaya Province,TH
TH-15,15,Ang Thong Province,TH
TH-16,16,Lopburi Province,TH
TH-17,17,Sing Buri Province,TH
TH-18,18,Chai Nat Province,TH
TH-19,19,Saraburi Province,TH
TH-20,20,Chonburi Province,TH
TH-21,21,Rayong Province,TH
TH-22,22,Chanthaburi Province,TH
TH-23,23,Trat Province,TH
TH-24,24,Chachoengsao Province,TH
TH-25,25,Prachin Buri Province,TH
TH-26,26,Nakhon Nayok Province,TH
TH-27,27,Sa Kaeo Province,TH
TH-30,30,Nakhon Ratchasima Province,TH
TH-31,31,Buriram Province,TH
TH-32,32,Surin Province,TH
TH-33,33,Si Sa Ket Province,TH
TH-34,34,Ubon Ratchathani Province,TH
TH-35,35,Yasothon Province,TH
TH-36,36,Chaiyaphum Province,TH
TH-37,37,Amnat Charoen Province,TH
TH-39,39,Nong Bua Lam Phu Province,TH
TH-40,40,Khon Kaen Province,TH
TH-41,41,Udon Thani Province,TH
TH-42,42,Loei Province,TH
TH-43,43,Nong Khai Province,TH
TH-44,44,Maha Sarakham Province,TH
TH-45,45,Roi Et Province,TH
TH-46,46,Kalasin Province,TH
TH-47,47,Sakon Nakhon Province,TH
TH-48,48,Nakhon Phanom Province,TH
TH-49,49,Mukdahan Province,TH
TH-50,50,Chiang Mai Province,TH
TH-51,51,Lamphun Province,TH
TH-52,52,Lampang Province,TH
TH-53,53,Uttaradit Province,TH
TH-54,54,Phrae Province,TH
TH-55,55,Nan Province,TH
TH-56,56,Phayao Province,TH
TH-57,57,Chiang Rai Province,TH
TH-58,58,Mae Hong Son Province,TH
TH-60,60,Nakhon Sawan Province,TH
TH-61,61,Uthai Thani Province,TH
TH-62,62,Kamphaeng Phet Province,TH
TH-63,63,Tak Province,TH
TH-64,64,Sukhothai Province,TH
TH-65,65,Phitsanulok Province,TH
TH-66,66,Phichit Province,TH
TH-67,67,Phetchabun Province,TH
TH-70,70,Ratchaburi Province,TH
TH-71,71,Kanchanaburi Province,TH
TH-72,72,Suphan Buri Province,TH
TH-73,73,Nakhon Pathom Province,TH
TH-74,74,Samut Sakhon Province,TH
TH-75,75,Samut Songkhram Province,TH
TH-76,76,Phetchaburi Province,TH
TH-77,77,Prachuap Khiri Khan Province,TH
TH-80,80,Nakhon Si Thammarat Province,TH
TH-81,81,Krabi Province,TH
TH-82,82,Phang Nga Province,TH
TH-83,83,Phuket Province,TH
TH-84,84,Surat Thani Province,TH
TH-85,85,Ranong Province,TH
TH-86,86,Chumphon Province,TH
TH-90,90,Songkhla Province,TH
TH-91,91,Satun Province,TH
TH-92,92,Trang Province,TH
TH-93,93,Phattalung Province,TH
TH-94,94,Pattani Province,TH
TH-95,95,Yala Province,TH
TH-96,96,Narathiwat Province,TH
TH-S,S,Pattaya Province,TH
TJ-DU,DU,Dushanbe,TJ
TJ-GB,GB,Gorno-Badakhshan Autonomous Region,TJ
TJ-KT,KT,Khatlon Region,TJ
TJ-RR,RR,Districts of Republican Subordination,TJ
TJ-SU,SU,Sughd Region,TJ
TL-AL,AL,Aileu,TL
TL-AN,AN,Ainaro,TL
TL-BA,BA,Baucau,TL
TL-BO,BO,Bobonaro,TL
TL-CO,CO,Cova Lima,TL
TL-DI,DI,Dili,TL
TL-ER,ER,Ermera,TL
TL-LA,LA,Lautém,TL
TL-LI,LI,Liquica,TL
TL-MF,MF,Manafahi,TL
TL-MT,MT,Manatuto,TL
TL-OE,OE,Oecussi,TL
TL-VI,VI,Viqueque,TL
TM-A,A,Ahal,TM
TM-B,B,Balkan,TM
TM-D,D,Daşoguz,TM
TM-L,L,Lebap,TM
TM-M,M,Mary,TM
TN-11,11,Tunis Governorate,TN
TN-12,12,Ariana Governorate,TN
TN-13,13,Ben Arous Governorate,TN
TN-14,14,Manouba Governorate,TN
TN-21,21,Nabeul Governorate,TN
TN-22,22,Zaghouan Governorate,TN
TN-23,23,Bizerte Governorate,TN
TN-31,31,Béja Governorate,TN
TN-32,32,Jendouba Governorate,TN
TN-33,33,Kef Governorate,TN
TN-34,34,Siliana Governorate,TN
TN-41,41,Kairouan Governorate,TN
TN-42,42,Kasserine Governorate,TN
TN-43,43,Sidi Bou Zid Governorate,TN
TN-51,51,Sousse Governorate,TN
TN-52,52,Monastir Governorate,TN
TN-53,53,Mahdia Governorate,TN
TN-61,61,Sfax Governorate,TN
TN-71,71,Gafsa Governorate,TN
TN-72,72,Tozeur Governorate,TN
TN-73,73,Kebili Governorate,TN
TN-81,81,Gabès Governorate,TN
TN-82,82,Medenine Governorate,TN
TN-83,83,Tataouine Governorate,TN
TO-01,1,'Eua,TO
TO-02,2,Ha'apai,TO
TO-03,3,Niuas,TO
TO-04,4,Tongatapu,TO
TO-05,5,Vava'u,TO
TR-01,1,Adana Province,TR
TR-02,2,Adıyaman Province,TR
TR-03,3,Afyonkarahisar Province,TR
TR-04,4,Ağrı Province,TR
TR-05,5,Amasya Province,TR
TR-06,6,Ankara Province,TR
TR-07,7,Antalya Province,TR
TR-08,8,Artvin Province,TR
TR-09,9,Aydin Province,TR
TR-10,10,Balıkesir Province,TR
TR-11,11,Bilecik Province,TR
TR-12,12,Bingöl Province,TR
TR-13,13,Bitlis Province,TR
TR-14,14,Bolu Province,TR
TR-15,15,Burdur Province,TR
TR-16,16,Bursa Province,TR
TR-17,17,Çanakkale Province,TR
TR-18,18,Çankırı Province,TR
TR-19,19,Çorum Province,TR
TR-20,20,Denizli Province,TR
TR-21,21,Diyarbakır Province,TR
TR-22,22,Edirne Province,TR
TR-23,23,Elazığ Province,TR
TR-24,24,Erzincan Province,TR
TR-25,25,Erzurum Province,TR
TR-26,26,Eskişehir Province,TR
TR-27,27,Gaziantep Province,TR
TR-28,28,Giresun Province,TR
TR-29,29,Gümüşhane Province,TR
TR-30,30,Hakkâri Province,TR
TR-31,31,Hatay Province,TR
TR-32,32,Isparta Province,TR
TR-33,33,Icel Province,TR
TR-34,34,İstanbul Province,TR
TR-35,35,İzmir Province,TR
TR-36,36,Kars Province,TR
TR-37,37,Kastamonu Province,TR
TR-38,38,Kayseri Province,TR
TR-39,39,Kirklareli Province,TR
TR-40,40,Kırşehir Province,TR
TR-41,41,Kocaeli Province,TR
TR-42,42,Konya Province,TR
TR-43,43,Kütahya Province,TR
TR-44,44,Malatya Province,TR
TR-45,45,Manisa Province,TR
TR-46,46,Kahramanmaraş Province,TR
TR-47,47,Mardin Province,TR
TR-48,48,Muğla Province,TR
TR-49,49,Muş Province,TR
TR-50,50,Nevşehir Province,TR
TR-51,51,Niğde Province,TR
TR-52,52,Ordu Province,TR
TR-53,53,Rize Province,TR
TR-54,54,Sakarya Province,TR
TR-55,55,Samsun Province,TR
TR-56,56,Siirt Province,TR
TR-57,57,Sinop Province,TR
TR-58,58,Sivas Province,TR
TR-59,59,Tekirdağ Province,TR
TR-60,60,Tokat Province,TR
TR-61,61,Trabzon Province,TR
TR-62,62,Tunceli Province,TR
TR-63,63,Şanlıurfa Province,TR
TR-64,64,Uşak Province,TR
TR-65,65,Van Province,TR
TR-66,66,Yozgat Province,TR
TR-67,67,Zonguldak Province,TR
TR-68,68,Aksaray Province,TR
TR-69,69,Bayburt Province,TR
TR-70,70,Karaman Province,TR
TR-71,71,Kirikkale Province,TR
TR-72,72,Batman Province,TR
TR-73,73,Şırnak Province,TR
TR-74,74,Bartin Province,TR
TR-75,75,Ardahan Province,TR
TR-76,76,Iğdır Province,TR
TR-77,77,Yalova Province,TR
TR-78,78,Karabük Province,TR
TR-79,79,Kilis Province,TR
TR-80,80,Osmaniye Province,TR
TR-81,81,Düzce Province,TR
TT-ARI,ARI,Arima,TT
TT-CHA,CHA,Chaguanas,TT
TT-CTT,CTT,Couva-Tabaquite-Talparo,TT
TT-DMN,DMN,Diego Martin,TT
TT-ETO,ETO,Eastern Tobago,TT
TT-PED,PED,Penal-Debe,TT
TT-POS,POS,Port of Spain,TT
TT-PRT,PRT,Princes Town,TT
TT-PTF,PTF,Point Fortin,TT
TT-RCM,RCM,Rio Claro-Mayaro,TT
TT-SFO,SFO,San Fernando,TT
TT-SGE,SGE,Sangre Grande,TT
TT-SIP,SIP,Siparia,TT
TT-SJL,SJL,San Juan-Laventille,TT
TT-TUP,TUP,Tunapuna-Piarco,TT
TT-WTO,WTO,Western Tobago,TT
TV-FUN,FUN,Funafuti,TV
TV-NIT,NIT,Niutao,TV
TV-NIU,NIU,Nui,TV
TV-NKF,NKF,Nukufetau,TV
TV-NKL,NKL,Nukulaelae,TV
TV-NMA,NMA,Nanumea,TV
TV-NMG,NMG,Nanumanga,TV
TV-VAI,VAI,Vaitupu,TV
TW-CHA,CHA,Changhua County,TW
TW-CYI,CYI,Chiayi (city),TW
TW-CYQ,CYQ,Chiayi County,TW
TW-HSQ,HSQ,Hsinchu County,TW
TW-HSZ,HSZ,Hsinchu (city),TW
TW-HUA,HUA,Hualien County,TW
TW-ILA,ILA,Ilan County,TW
TW-KEE,KEE,Keelung (city),TW
TW-KHH,KHH,Kaohsiung (municipality),TW
TW-KHQ,KHQ,Kaohsiung County,TW
TW-MIA,MIA,Miaoli County,TW
TW-NAN,NAN,Nantou County,TW
TW-PEN,PEN,Penghu County,TW
TW-PIF,PIF,Pingtung County,TW
TW-TAO,TAO,Taoyuan County,TW
TW-TNN,TNN,Tainan City,TW
TW-TNQ,TNQ,Tainan County,TW
TW-TPE,TPE,Taipei (municipality),TW
TW-TPQ,TPQ,Taipei County,TW
TW-TTT,TTT,Taitung County,TW
TW-TXG,TXG,Taichung (city),TW
TW-TXQ,TXQ,Taichung County,TW
TW-X-KM,X-KM,Kinmen County,TW
TW-X-LK,X-LK,Lienchiang County,TW
TW-YUN,YUN,Yunlin County,TW
TZ-01,1,Arusha Region,TZ
TZ-02,2,Dar-es-Salaam Region,TZ
TZ-03,3,Dodoma Region,TZ
TZ-04,4,Iringa Region,TZ
TZ-05,5,Kagera Region,TZ
TZ-06,6,Kaskazini Pemba Region,TZ
TZ-07,7,Kaskazini Unguja Region,TZ
TZ-08,8,Xigoma Region,TZ
TZ-09,9,Kilimanjaro Region,TZ
TZ-10,10,Rusini Pemba Region,TZ
TZ-11,11,Kusini Unguja Region,TZ
TZ-12,12,Lindi Region,TZ
TZ-13,13,Mara Region,TZ
TZ-14,14,Mbeya Region,TZ
TZ-15,15,Mjini Magharibi Region,TZ
TZ-16,16,Morogoro Region,TZ
TZ-17,17,Mtwara Region,TZ
TZ-18,18,Mwanza Region,TZ
TZ-19,19,Pwani Region,TZ
TZ-20,20,Rukwa Region,TZ
TZ-21,21,Ruvuma Region,TZ
TZ-22,22,Shinyanga Region,TZ
TZ-23,23,Singida Region,TZ
TZ-24,24,Tabora Region,TZ
TZ-25,25,Tanga Region,TZ
TZ-26,26,Manyara Region,TZ
UA-05,5,Vinnytsia Oblast,UA
UA-07,7,Volyn Oblast,UA
UA-09,9,Luhansk Oblast,UA
UA-12,12,Dnipropetrovsk Oblast,UA
UA-14,14,Donetsk Oblast,UA
UA-18,18,Zhytomyr Oblast,UA
UA-19,19,Rivne Oblast,UA
UA-21,21,Zakarpattia Oblast,UA
UA-23,23,Zaporizhia Oblast,UA
UA-26,26,Ivano-Frankivsk Oblast,UA
UA-30,30,Kiev (city),UA
UA-32,32,Kiev Oblast,UA
UA-35,35,Kirovohrad Oblast,UA
UA-40,40,Sevastopol (city),UA
UA-43,43,Crimea (autonomous republic),UA
UA-46,46,Lviv Oblast,UA
UA-48,48,Mykolaiv Oblast,UA
UA-51,51,Odessa Oblast,UA
UA-53,53,Poltava Oblast,UA
UA-59,59,Sumy Oblast,UA
UA-61,61,Ternopil Oblast,UA
UA-63,63,Kharkiv Oblast,UA
UA-65,65,Kherson Oblast,UA
UA-68,68,Khmelnytskyi Oblast,UA
UA-71,71,Cherkasy Oblast,UA
UA-74,74,Chernihiv Oblast,UA
UA-77,77,Chernivtsi Oblast,UA
UG-C,C,Central Region,UG
UG-E,E,Eastern Region,UG
UG-N,N,Northern Region,UG
UG-W,W,Western Region,UG
UM-67,67,Johnston Atoll,UM
UM-71,71,Midway Islands,UM
UM-76,76,Navassa Island,UM
UM-79,79,Wake Island,UM
UM-81,81,Baker Island,UM
UM-84,84,Howland Island,UM
UM-86,86,Jarvis Island,UM
UM-89,89,Kingman Reef,UM
UM-95,95,Palmyra Atoll,UM
US-AK,AK,Alaska,US
US-AL,AL,Alabama,US
US-AR,AR,Arkansas,US
US-AZ,AZ,Arizona,US
US-CA,CA,California,US
US-CO,CO,Colorado,US
US-CT,CT,Connecticut,US
US-DC,DC,District of Columbia,US
US-DE,DE,Delaware,US
US-FL,FL,Florida,US
US-GA,GA,Georgia,US
US-HI,HI,Hawaii,US
US-IA,IA,Iowa,US
US-ID,ID,Idaho,US
US-IL,IL,Illinois,US
US-IN,IN,Indiana,US
US-KS,KS,Kansas,US
US-KY,KY,Kentucky,US
US-LA,LA,Louisiana,US
US-MA,MA,Massachusetts,US
US-MD,MD,Maryland,US
US-ME,ME,Maine,US
US-MI,MI,Michigan,US
US-MN,MN,Minnesota,US
US-MO,MO,Missouri,US
US-MS,MS,Mississippi,US
US-MT,MT,Montana,US
US-NC,NC,North Carolina,US
US-ND,ND,North Dakota,US
US-NE,NE,Nebraska,US
US-NH,NH,New Hampshire,US
US-NJ,NJ,New Jersey,US
US-NM,NM,New Mexico,US
US-NV,NV,Nevada,US
US-NY,NY,New York,US
US-OH,OH,Ohio,US
US-OK,OK,Oklahoma,US
US-OR,OR,Oregon,US
US-PA,PA,Pennsylvania,US
US-RI,RI,Rhode Island,US
US-SC,SC,South Carolina,US
US-SD,SD,South Dakota,US
US-TN,TN,Tennessee,US
US-TX,TX,Texas,US
US-UT,UT,Utah,US
US-VA,VA,Virginia,US
US-VT,VT,Vermont,US
US-WA,WA,Washington,US
US-WI,WI,Wisconsin,US
US-WV,WV,West Virginia,US
US-WY,WY,Wyoming,US
UY-AR,AR,Artigas Department,UY
UY-CA,CA,Canelones Department,UY
UY-CL,CL,Cerro Largo Department,UY
UY-CO,CO,Colonia Department,UY
UY-DU,DU,Durazno Department,UY
UY-FD,FD,Florida Department,UY
UY-FS,FS,Flores Department,UY
UY-LA,LA,Lavalleja Department,UY
UY-MA,MA,Maldonado Department,UY
UY-MO,MO,Montevideo Department,UY
UY-PA,PA,Paysandu Department,UY
UY-RN,RN,Río Negro Department,UY
UY-RO,RO,Rocha Department,UY
UY-RV,RV,Rivera Department,UY
UY-SA,SA,Salto Department,UY
UY-SJ,SJ,San José Department,UY
UY-SO,SO,Soriano Department,UY
UY-TA,TA,Tacuarembo Department,UY
UY-TT,TT,Treinta y Tres Department,UY
UZ-AN,AN,Andijan Region,UZ
UZ-BU,BU,Bukhara Region,UZ
UZ-FA,FA,Fergana Region,UZ
UZ-JI,JI,Jizzakh Region,UZ
UZ-NG,NG,Namangan Region,UZ
UZ-NW,NW,Navoiy Region,UZ
UZ-QA,QA,Qashqadaryo Region,UZ
UZ-QR,QR,Republic of Karakalpakstan,UZ
UZ-SA,SA,Samarqand Region,UZ
UZ-SI,SI,Sirdaryo Region,UZ
UZ-SU,SU,Surxondaryo Region,UZ
UZ-TK,TK,Tashkent City,UZ
UZ-TO,TO,Tashkent Region,UZ
UZ-XO,XO,Xorazm Region,UZ
VC-01,1,Charlotte,VC
VC-02,2,Saint Andrew,VC
VC-03,3,Saint David,VC
VC-04,4,Saint George,VC
VC-05,5,Saint Patrick,VC
VC-06,6,Grenadines,VC
VE-A,A,Capital District,VE
VE-B,B,Anzoátegui State,VE
VE-C,C,Apure State,VE
VE-D,D,Aragua State,VE
VE-E,E,Barinas State,VE
VE-F,F,Bolívar State,VE
VE-G,G,Carabobo State,VE
